key,field,en,source
Amsterdam_1701b,title,"ELEMENTS OF PLANE AND SOLID GEOMETRY. To which
are added selected THEOREMS FROM ARCHIMEDES, by the Author AN-DREA TACQUET, Priest of the SOCIETY OF JESUS & Professor of Mathematics.",summer_2025
Amsterdam_1701b,imprint,"AMSTERDAM, At FRANCISCUS van der PLAATS. 1701.",summer_2025
Cambridge_1703,title,"V. CL. ANDREÆ TACQUET OF THE SOCIETY OF JESUS Priest, & Professor of Mathematics ELEMENTS OF PLANE AND SOLID GEOMETRY, & SELECT THEOREMS FROM ARCHIMEDES. To which in this new Edition are added not a few COROLLARIES suited to illustrate the Elements, & containing various applications of many propositions. Corrected with the utmost care, & illustrated with XL new diagrams engraved on copper. By WILLIAM WHISTON, A. M. Lucasian Professor of Mathematics at CAMBRIDGE.",summer_2025
Cambridge_1703,imprint,"CAMBRIDGE, ACADEMIC PRESS. At the expense of CORN. CROWNFIELD. 1703.",summer_2025
Rome_1574,title,"[vol. 1]: THE ELEMENTS OF EUCLID BOOKS XV. WITH AN ADDITIONAL XVI. ON THE COMPARISON OF REGULAR SOLIDS. ALL ILLUSTRATED WITH CLEAR DEMONSTRATIONS AND ACCURATE SCHOLIA. BY CHRISTOPHER CLAVIUS OF BAMBERG. OF THE SOCIETY OF JESUS.
[vol. 2]: THE LATER BOOKS OF EUCLID FROM X. TO XV. WITH AN ADDITIONAL XVI. ON THE COMPARISON OF REGULAR SOLIDS. ALL ILLUSTRATED WITH CLEAR DEMONSTRATIONS AND ACCURATE SCHOLIA. BY CHRISTOPHER CLAVIUS OF BAMBERG. OF THE SOCIETY OF JESUS.",summer_2025
Rome_1574,imprint,"[vols 1 & 2] ROME, At Vincentius Accoltus. 1574.",summer_2025
Cologne_1607,title,"THE FIFTEEN BOOKS OF EUCLID'S ELEMENTS. THERE IS ALSO A SIXTEENTH BOOK ON THE COMPARISON OF THE FIVE REGULAR SOLIDS with each other. COMPARED, CORRECTED, AND ENLARGED ACCORDING TO THE COPIES OF R.P. CHRISTOPHER CLAVIUS OF THE SOCIETY OF JESUS, & OTHERS.",summer_2025
Cologne_1607,imprint,COLONIAE At Gosuinus Cholinus 1607. With Grace & Privilege.,summer_2025
Cologne_1627,title,"THE FIFTEEN BOOKS OF EUCLID'S ELEMENTS. THERE IS ADDED A SIXTEENTH BOOK ON THE COMPARISON OF THE FIVE REGULAR SOLIDS AMONG THEMSELVES. COMPARED, CORRECTED, AND ENLARGED IN THIS LATEST EDITION ACCORDING TO THE COPIES OF R.P. CHRISTOPHER CLAVIUS OF THE SOCIETY OF JESUS, AND OTHERS.",summer_2025
Cologne_1627,imprint,COLOGNE At Peter Cholinus 1627. With grace & Privilege.,summer_2025
Lyon_1660,title,"THE ELEMENTS OF EUCLID
Eight Books. Adapted for easier understanding.
BY THE AUTHOR P. CLAUDIUS FRANCISCUS MILLIET
DECHALES, of the Society of JESUS in Chambéry.",summer_2025
Lyon_1660,imprint,"LVGDVNI, At BENEDICTVM CORAL, in the Mer-catorio street. M. DC. LX. With the Privilege of the King.",summer_2025
Lyon_1675,title,"THE EIGHT BOOKS OF EUCLID'S ELEMENTS, Adapted for easier comprehension. BY THE AUTHOR P. CLAUDE FRANÇOIS MILLIET DECHALES, of Chambéry, Society of JESUS. THIRD EDITION. Easier and more corrected than the others.",summer_2025
Lyon_1675,imprint,"LVGDVNI, Sumptib. WIDOW OF BENEDICT CORAL, in
the Merchant Street under the sign of Victory. 1675. With the Permission of the Superiors.",summer_2025
Frankfurt_1674,title,"P. GASPARIS SCHOTTI REGISCURIANI OF THE SOCIETY OF JESUS
Formerly in the Panormitan of Sicily, now in the Herbipolitan of Franconia of the same SOCIETY OF JESUS, Professor of Mathematics in the Gymnasium MATHEMATICAL COURSE, OR COMPLETE ENCYCLOPEDIA OF ALL MATHEMATICAL DISCIPLINES, Arranged in 28 Books, and disposed in such order that anyone, even with mediocre talent, can learn the whole of Mathematics from the very foundations by their own effort. A work long desired, promised by many, attempted by not a few, completed by none in all respects. At the end, NEW MECHANICAL THEOREMS have been added, along with very comprehensive indexes.",summer_2025
Frankfurt_1674,imprint,"With the Privilege of the Holy Imperial and Royal Majesty.
FRANKFURT AM MAIN,
At the expense of JOHANN ARNOLD CHOLIN.
YEAR 1674.",summer_2025
Rome_1589,title,"[vol. 1]: EUCLID'S ELEMENTS BOOK XV WITH AN ADDITION OF XVI.
ON THE COMPARISON OF ANY REGULAR SOLIDS WITHIN ANY OTHER. ALL ILLUSTRATED WITH CLEAR DEMONstrations and accurate scholia: now published again, enriched with the addition of many things: BY CHRISTOPHER CLAVIUS OF BAMBERG FROM THE SOCIETY OF JESUS
[vol. 2]: EUCLID'S LATER BOOKS IX WITH AN ADDITION OF XVI. ON THE
COMPARISON OF ANY REGULAR SOLIDS WITHIN ANY OTHER. ALL ILLUSTRATED WITH CLEAR DEMONstrations and accurate scholia: now published again, enriched with the addition of many things: BY CHRISTOPHER CLAVIUS OF BAMBERG FROM THE SO-CIETY OF JESUS",summer_2025
Rome_1589,imprint,[Vol. 1 & 2] IN ROME AT BARTHOLOMAEUS Grassium; 1539. WITH PERMISSION OF THE SUPERIORS.,summer_2025
Cologne_1591,title,"[vol. 1]: THE FIFTEEN BOOKS OF EUCLID'S ELEMENTS. A sixteenth has been added on the comparison of any regular solids within any other. All illustrated with clear DEMONSTRATIONS and accurate SCHOLIA, and enriched with the addition of many things: Now published for the third time, reviewed and corrected with the utmost diligence. By CHRISTOPHER CLAVIUS OF BAMBERG, of the Society of JESUS.
[vol. 2]: THE NINE LATER BOOKS OF EUCLID. A sixteenth has been added on the comparison of any regular solids within any other. All illustrated with clear DEMONSTRATIONS and accurate SCHOLIA: Now published for the third time, and enriched with the addition of many things. By CHRISTOPHER CLAVIUS OF BAMBERG, of the Society of JESUS.",summer_2025
Cologne_1591,imprint,"[vols. 1 & 2] COLOGNE, At the expense of IOH. BAPTISTAE CIOTTI 1591.",summer_2025
Rome_1603,title,"[Vol. 1]: THE ELEMENTS OF EUCLID BOOKS XV. Added
BOOK XVI. On the comparison of any regular solids within any other. ALL ILLUSTRATED WITH CLEAR DEMONSTRATIONS,
and accurate scholia: now published for the fourth time, and enriched with many additions since the first edition. By the author CHRISTOPHER CLAVIUS OF BAMBERG from the Society of JESUS.
[Vol. 2]: THE LATER BOOKS OF EUCLID IX. Added BOOK
XVI. On the comparison of any regular solids within any other. ALL ILLUSTRATED WITH CLEAR DEMONSTRATIONS, and accurate
scholia: now published for the fourth time, and enriched with many additions
since the first edition. By the author CHRISTOPHER CLAVIUS OF BAMBERG from the Society of JESUS.",summer_2025
Rome_1603,imprint,"[BOTH VOLUMES] ROME, At Aloysius Zannettus. 1603. WITH PERMISSION OF THE SUPERIORS.",summer_2025
Douai_1620,title,"THE FIRST SIX BOOKS OF EUCLID'S ELEMENTS. Whose
demonstrations both elsewhere scattered, and especially in the fifth book, have been adapted for easier understanding by CAROLUS MALAPERTIUS of Mons from the Society of JESUS.",summer_2025
Douai_1620,imprint,"DVACI, Printed by BALTAZARIS BELLERI under the Golden Compass YEAR 1620.",summer_2025
Douai_1625,title,"Euclid's ELEMENTS THE FIRST SIX BOOKS. Whose
demonstrations both elsewhere scattered, and especially in the fifth book, have been adapted for easier understanding by CAROLUS MALAPERTIUS of Mons from the Society of JESUS. Second edition, more corrected.",summer_2025
Douai_1625,imprint,"DVACI, Printed by BALTAZARIS BELLERI, under the Golden Compass. YEAR 1625. With Privilege.",summer_2025
Rome_1629,title,"EUCLID'S First Six ELEMENTS OF GEOMETRY
Books with part of the Eleventh From the larger COMMENTARIES of CLAVIUS contracted into a more convenient form. AND MATHEMATICAL MATTERS OF CHRISTOPHER GRIENBERGER OF OENOHALL FROM THE SOCIETY OF JESUS FIRST WORK.",summer_2025
Rome_1629,imprint,"ROME, At the Heir of Bartholomew Zannetti. 1629.
With the permission of the superiors.",summer_2025
Douai_1633,title,"The First Six Books of Euclid's ELEMENTS. Whose demonstrations, both scattered elsewhere and especially in the fifth book, have been adapted for easier understanding by CAROLUS MALAPERTIUS of Mons from the Society of JESUS. Second edition, corrected.",summer_2025
Douai_1633,imprint,"DVACI, Printed by BALTAZARIS BELLERI, under the Golden Compass. Year 1633. With Privilege.",summer_2025
Paris_1643b,title,"EUCLID'S SIX BOOKS OF THE ELEMENTS OF GEOMETRY, Contracted and demonstrated in a more convenient form. By P. GEORGIO FOURNIER of the Society of JESUS.",summer_2025
Paris_1643b,imprint,"PARIS, At MATHURIN HENAULT, on Jacob Street, under the sign of the Guardian Angel, near the College of the Society of JESUS. 1643. With the Privilege of the King.",summer_2025
Paris_1644a,title,"EUCLID'S SIX BOOKS OF THE ELEMENTS OF GEOMETRY, Contracted and demonstrated in a more convenient form. By P. GEORGIO FOURNIER of the Society of JESUS.",summer_2025
Paris_1644a,imprint,"PARIS, At MATHURIN HENAULT, on Jacob Street, under the sign of the Guardian Angel, near the College of the Society of JESUS. 1644. With the Privilege of the King.",summer_2025
Antwerp_1645,title,"THE THIRTEEN BOOKS OF EUCLID'S ELEMENTS OF GEOMETRY
ISIDORUS AND HYPSICLES & More Recent Authors on Regular Solids, & PROCLUS' GEOMETRIC PROPOSITIONS and the insertion of two straight lines continuously proportional between two straight lines, both according to the Ancients and according to the More Recent Geometers, have been illustrated with almost entirely new demonstrations, and enriched with many definitions, axioms, propositions, corollaries, and observations necessary for correctly understanding Geometry, by CLAUDIUS RICHARD of the Society of JESUS, Priest, native of Ornans in the free County of Burgundy, and Royal Professor of Mathematics: and dedicated to PHILIP IV, CATHOLIC KING OF SPAIN AND THE INDIES.",summer_2025
Antwerp_1645,imprint,"ANTWERP, From the Office of HIERONYMUS VERDUSSIUS.
1645. With Grace & Privilege.",summer_2025
Frankfurt_1654,title,"[vol. 1]: THE FIFTEEN BOOKS OF EUCLID'S ELEMENTS. An additional sixteenth book on the comparison of any regular solids within any other. ALL ILLUSTRATED WITH CLEAR DEMONSTRATIONS AND ACCURATE SCHOLIA: now published for the fourth time, and enriched with many additions since the first edition. By CHRISTOPHER CLAVIUS of Bamberg from the Society of JESUS.
[vol. 2]: THE NINE SUBSEQUENT BOOKS OF EUCLID. An additional sixteenth book on the comparison of any regular solids within any other. ALL ILLUSTRATED WITH CLEAR DEMONSTRATIONS AND ACCURATE SCHOLIA: now published for the fourth time, and enriched with many additions since the first edition. By CHRISTOPHER CLAVIUS of Bamberg from the Society of JESUS.",summer_2025
Frankfurt_1654,imprint,"[vol. 1] FRANKFURT, At the expense of the heirs of JONAS ROSA YEAR 1654.
[vol. 2] FRANKFURT, At the expense of the heirs of JONAS ROSA, Year
1654.",summer_2025
Paris_1654,title,"THE SIX BOOKS OF EUCLID'S ELEMENTS OF GEOMETRY
demonstrated more briefly by A.P. GEORGIO FOURNIER of the Society of JESUS. SECOND EDITION, more correct.",summer_2025
Paris_1654,imprint,"PARIS, At IOANNEM HENAVLT, Sworn Bookseller on Jacob Street: at the sign of St. Raphael. 1654. With the Privilege of the King.",summer_2025
Rome_1655,title,"EUCLID'S SIX FIRST BOOKS OF THE ELEMENTS OF GEOMETRY
With part of the Eleventh From the larger COMMENTARIES OF CLAVIUS Condensed into a more convenient form. AND MATHEMATICAL MATTERS OF CHRISTOPHER Grienberger of Oenohal-lensis from the Society of JESUS FIRST WORK. Added are ISAAC THE MONK'S Notes On the same six Books.",summer_2025
Rome_1655,imprint,"ROME, Printed by Nicolai Angeli Tinassij. 1655. With permission of the superiors. At the expense of Dominici Grialdi.",summer_2025
Lyon_1674,title,"[Vol. 1]: R. P. CLAUDE FRANCIS MILLIET DECHALES OF CHAMBERY FROM THE SOCIETY OF JESUS. COURSE OR MATHEMATICAL WORLD VOLUME ONE ENCOMPASSING EUCLID'S EIGHT BOOKS, ARITHMETIC, Theodosius's Spherics, Trigonometry, Practical Geometry, Mechanics, Statics, Universal Geography, Treatise on the Magnet, Civil Architecture, & the Art of Carpentry. NOW FOR THE FIRST TIME BROUGHT TO LIGHT.",summer_2025
Lyon_1674,imprint,"[Vol. 1] LYONS, From the ANISSONIAN Office. 1674. WITH THE KING'S PRIVILEGE.",summer_2025
Frankfurt_1607,title,"[Vol. 1]: THE ELEMENTS OF EUCLID BOOKS XV. A sixteenth book has been added
On the comparison of any regular solids within any other. ALL ILLUSTRATED WITH CLEAR DEMONSTRATIONS, and accurate scholia: now published for the fourth time, and enriched with many additions since the first edition. By the author CHRISTOPHER CLAVIUS of Bamberg from the Society of JESUS.
[Vol. 2]: THE LATER BOOKS OF EUCLID IX. A sixteenth book has been added
On the comparison of any regular solids within any other. ALL ILLUSTRATED WITH CLEAR DEMONSTRATIONS, and accurate scholia: now published for the fourth time, and enriched with many additions since the first edition. By the author CHRISTOPHER CLAVIUS of Bamberg from the Society of JESUS.",summer_2025
Frankfurt_1607,imprint,"[Vol. 1] FRANKFURT, From the Typographic Office of Nicolaus Hoffmann, At the expense of Jonas Rhodius. 1607.
[Vol. 2] FRANKFURT From the typographic office of Nicolaus Hoff-mann, at the expense of JONAS RHODIUS. 1607.",summer_2025
London_1654,title,"THE SIX FIRST BOOKS OF EUCLID'S ELEMENTS OF GEOMETRY, Contracted and demonstrated in a more convenient form. By P. GEORG: FOURNIER of the Society of JESUS. An edition more complete and corrected than the previous ones.",summer_2025
London_1654,imprint,"LONDON, Printed by J. F. at the expense of Edward Story, at
whose place they are available for sale in the renowned University of Cambridge. MDC L IV.",summer_2025
Cambridge_1665,title,"EUCLID'S SIX FIRST BOOKS OF GEOMETRICAL ELEMENTS, More conveniently demonstrated. By A. P. GEORG. FOURNIER of the Society of JESUS. Added are the Elements of Astronomy, where Theodosius of Tripoli's three books on Spherics, & the complete resolution of triangles are demonstrated by Johann Baptist Duhamel, Professor of Mathematics. An edition more extensive and corrected than the previous ones.",summer_2025
Cambridge_1665,imprint,"CAMBRIDGE, Printed by J. Field, at the expense of Edward Story, 1665.",summer_2025
Würzburg_1661,title,"P. GASPARIS SCHOTTI REGISCURIANI OF THE SOCIETY
OF JESUS Formerly in Panormitan Sicily, now in Herbipolitan Franconia of the same SOCIETY OF JESUS Gymnasium of Mathematics Professor MATHEMATICAL COURSE, Or the Complete ENCYCLOPEDIA of all Mathematical Disciplines, Arranged in 28 Books, and organized in such a way that anyone, even with moderate talent, can learn the entire Mathematics from the very foundations by their own effort. A work long desired, promised by many, attempted by not a few, completed by none in all respects. At the end, NEW MECHANICAL THEOREMS have been added.",summer_2025
Würzburg_1661,imprint,"HERBIPOLI At the expense of the heirs of JOHANNES GODE-FRIDUS Schönwetter, Bookseller of Frankfurt. Printed by JOBUS HERTZ, Printer of Würzburg. YEAR 1661.",summer_2025
Graz_1636,title,"EUCLID'S SIX FIRST BOOKS OF GEOMETRICAL
ELEMENTS WITH PART OF THE ELEVENTH From the larger commentaries of Clavius contracted into a more convenient form By P. CHRISTOPHER GRIENBERGER of the SOCIETY OF JESUS Also added, almost entirely from Clavius, A BRIEF TRIGONOMETRY of planes, with Tables of Sines, Tangents, & Secants, to parts of Radius 100000 through the first six minutes of degrees By P. JACOB HONORATUS DURAND OF THE SAME SOCIETY.",summer_2025
Graz_1636,imprint,"GRÆCII, At the Heirs of ERNEST WIDMANSTADT. YEAR 1636.",summer_2025
Bamberg_1677,title,"P. GASPARIS SCHOTTI REGIS -CURIANI, OF THE SOCIETY
OF JESUS. Formerly in the Panormitan of Sicily, now in the Herbipolitan of Franconia of the same SOCIETY OF JESUS, Professor of Mathematics in the Gymnasium. MATHEMATICAL COURSE, Or COMPLETE ENCYCLOPEDIA OF ALL MATHEMATICAL DISCIPLINES,
Arranged in 28 BOOKS, and organized in such a way that anyone, even with mediocre talent, can learn the entire Mathematics from the very foundations by their own effort. A work long desired, promised by many, attempted by not a few, completed by none in all respects. At the end, NEW MECHANICAL THEOREMS have been added, along with very comprehensive INDEXES.",summer_2025
Bamberg_1677,imprint,"With the Privilege of the Holy Imperial Majesty. BAMBERG, At the expense of JOH. MARTIN SCHÖNWETTER, Bookseller of Frankfurt. 1677.",summer_2025
Ingolstadt_1617,title,THE FIRST SIX BOOKS OF EUCLID'S ELEMENTS OF GEOMETRY. Given to light with a new interpretation for the use of studious youth. BY IOANNE LANZ OF THE SOCIETY OF JESUS.,summer_2025
